exercise_item_ID	exercise_type	exercise_instruction	exercise_item	example_solution	response	participant_ID	teacher_correction	teacher_error_annotation
expressionsOfTheFuture_6	gapFilling	Simple future or going to? You can find the verb to be filled in between brackets after the sentence.	- I can't understand this letter. My French isn't good enough. - No problem, I <gap> my son. He's a translator. (to call)	will call	will call	EN_4	True	N/A
expressionsOfTheFuture_6	gapFilling	Simple future or going to? You can find the verb to be filled in between brackets after the sentence.	- I can't understand this letter. My French isn't good enough. - No problem, I <gap> my son. He's a translator. (to call)	will call	will call	EN_5	True	N/A
expressionsOfTheFuture_7	gapFilling	Simple future or going to? You can find the verb to be filled in between brackets after the sentence.	A lot of paint was delivered here today. <gap> the kitchen? (you + to redecorate)	Are you going to redecorate	Are you going to redecorate	EN_1	True	N/A
expressionsOfTheFuture_7	gapFilling	Simple future or going to? You can find the verb to be filled in between brackets after the sentence.	A lot of paint was delivered here today. <gap> the kitchen? (you + to redecorate)	Are you going to redecorate	Are you going to redecorate	EN_2	True	N/A
expressionsOfTheFuture_7	gapFilling	Simple future or going to? You can find the verb to be filled in between brackets after the sentence.	A lot of paint was delivered here today. <gap> the kitchen? (you + to redecorate)	Are you going to redecorate	Are you going to redecorate	EN_3	True	N/A
expressionsOfTheFuture_7	gapFilling	Simple future or going to? You can find the verb to be filled in between brackets after the sentence.	A lot of paint was delivered here today. <gap> the kitchen? (you + to redecorate)	Are you going to redecorate	Are you going to redecorate	EN_4	True	N/A
expressionsOfTheFuture_7	gapFilling	Simple future or going to? You can find the verb to be filled in between brackets after the sentence.	A lot of paint was delivered here today. <gap> the kitchen? (you + to redecorate)	Are you going to redecorate	Are you going to redecorate	EN_5	True	N/A
expressionsOfTheFuture_8	gapFilling	Simple future or going to? You can find the verb to be filled in between brackets after the sentence.	- Why are you peeling that bit of garlic? - I <gap> it in the stew. (to put)	am going to put	am going to put	EN_1	True	N/A
expressionsOfTheFuture_8	gapFilling	Simple future or going to? You can find the verb to be filled in between brackets after the sentence.	- Why are you peeling that bit of garlic? - I <gap> it in the stew. (to put)	am going to put	am going to put	EN_2	True	N/A
expressionsOfTheFuture_8	gapFilling	Simple future or going to? You can find the verb to be filled in between brackets after the sentence.	- Why are you peeling that bit of garlic? - I <gap> it in the stew. (to put)	am going to put	'm going to put	EN_3	True	N/A
expressionsOfTheFuture_8	gapFilling	Simple future or going to? You can find the verb to be filled in between brackets after the sentence.	- Why are you peeling that bit of garlic? - I <gap> it in the stew. (to put)	am going to put	will put	EN_4	False	N/A
expressionsOfTheFuture_8	gapFilling	Simple future or going to? You can find the verb to be filled in between brackets after the sentence.	- Why are you peeling that bit of garlic? - I <gap> it in the stew. (to put)	am going to put	will put it	EN_5	False	N/A
expressionsOfTheFuture_9	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	- I'll ring you tomorrow at six. - No, don't ring at six; I <gap> the baby then. (to bath)	will be bathing	will be bathing	EN_1	True	N/A
expressionsOfTheFuture_9	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	- I'll ring you tomorrow at six. - No, don't ring at six; I <gap> the baby then. (to bath)	will be bathing	will be bathing	EN_2	True	N/A
expressionsOfTheFuture_9	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	- I'll ring you tomorrow at six. - No, don't ring at six; I <gap> the baby then. (to bath)	will be bathing	will be bathing	EN_3	True	N/A
expressionsOfTheFuture_9	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	- I'll ring you tomorrow at six. - No, don't ring at six; I <gap> the baby then. (to bath)	will be bathing	will be bathing	EN_4	True	N/A
expressionsOfTheFuture_9	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	- I'll ring you tomorrow at six. - No, don't ring at six; I <gap> the baby then. (to bath)	will be bathing	will be bathing	EN_5	True	N/A
expressionsOfTheFuture_10	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	This time next Monday, I <gap> in a Paris café reading Le Figaro. (to sit)	will be sitting	will be sitting	EN_1	True	N/A
expressionsOfTheFuture_10	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	This time next Monday, I <gap> in a Paris café reading Le Figaro. (to sit)	will be sitting	will be sitting	EN_2	True	N/A
expressionsOfTheFuture_10	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	This time next Monday, I <gap> in a Paris café reading Le Figaro. (to sit)	will be sitting	will be sitting	EN_3	True	N/A
expressionsOfTheFuture_10	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	This time next Monday, I <gap> in a Paris café reading Le Figaro. (to sit)	will be sitting	will be sitting	EN_4	True	N/A
expressionsOfTheFuture_10	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	This time next Monday, I <gap> in a Paris café reading Le Figaro. (to sit)	will be sitting	will be sitting	EN_5	True	N/A
expressionsOfTheFuture_11	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	- You've left the light on. - Oh, so I have. I <gap> it off. (to turn)	will turn	will turn	EN_1	True	N/A
expressionsOfTheFuture_11	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	- You've left the light on. - Oh, so I have. I <gap> it off. (to turn)	will turn	will turn	EN_2	True	N/A
expressionsOfTheFuture_11	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	- You've left the light on. - Oh, so I have. I <gap> it off. (to turn)	will turn	will turn	EN_3	True	N/A
expressionsOfTheFuture_11	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	- You've left the light on. - Oh, so I have. I <gap> it off. (to turn)	will turn	will turn	EN_4	True	N/A
expressionsOfTheFuture_11	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	- You've left the light on. - Oh, so I have. I <gap> it off. (to turn)	will turn	will turn	EN_5	True	N/A
expressionsOfTheFuture_12	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	I <gap> for Mr Loyd next week as his own secretary will be away. (to work)	will be working	will be working	EN_1	True	N/A
expressionsOfTheFuture_12	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	I <gap> for Mr Loyd next week as his own secretary will be away. (to work)	will be working	will be working	EN_2	True	N/A
expressionsOfTheFuture_12	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	I <gap> for Mr Loyd next week as his own secretary will be away. (to work)	will be working	will be working	EN_3	True	N/A
expressionsOfTheFuture_12	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	I <gap> for Mr Loyd next week as his own secretary will be away. (to work)	will be working	will be working	EN_4	True	N/A
expressionsOfTheFuture_12	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	I <gap> for Mr Loyd next week as his own secretary will be away. (to work)	will be working	will be working	EN_5	True	N/A
expressionsOfTheFuture_13	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	- Your face is dirty! - All right, I <gap> it. (to wash)	will wash	will wash	EN_1	True	N/A
expressionsOfTheFuture_13	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	- Your face is dirty! - All right, I <gap> it. (to wash)	will wash	will wash	EN_2	True	N/A
expressionsOfTheFuture_13	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	- Your face is dirty! - All right, I <gap> it. (to wash)	will wash	will wash	EN_3	True	N/A
expressionsOfTheFuture_13	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	- Your face is dirty! - All right, I <gap> it. (to wash)	will wash	will wash	EN_4	True	N/A
expressionsOfTheFuture_13	gapFilling	Simple future or future progressive? You can find the verb to be filled in between brackets after the sentence.	- Your face is dirty! - All right, I <gap> it. (to wash)	will wash	will wash	EN_5	True	N/A
expressionsOfTheFuture_14	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	By the end of this year alone, 22.2 million Americans <gap> their cable and satellite subscriptions. (to cancel)	will have cancelled	will have cancelled	EN_1	True	N/A
expressionsOfTheFuture_14	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	By the end of this year alone, 22.2 million Americans <gap> their cable and satellite subscriptions. (to cancel)	will have cancelled	will have cancelled	EN_2	True	N/A
expressionsOfTheFuture_14	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	By the end of this year alone, 22.2 million Americans <gap> their cable and satellite subscriptions. (to cancel)	will have cancelled	will have cancelled	EN_3	True	N/A
expressionsOfTheFuture_14	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	By the end of this year alone, 22.2 million Americans <gap> their cable and satellite subscriptions. (to cancel)	will have cancelled	will have cancelled	EN_4	True	N/A
expressionsOfTheFuture_14	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	By the end of this year alone, 22.2 million Americans <gap> their cable and satellite subscriptions. (to cancel)	will have cancelled	will have cancelled	EN_5	True	N/A
expressionsOfTheFuture_15	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	- Is there really no one prepared to go to the corner shop and get some milk? - All right, all right. I <gap> it. (to do)	will do	will do	EN_1	True	N/A
expressionsOfTheFuture_15	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	- Is there really no one prepared to go to the corner shop and get some milk? - All right, all right. I <gap> it. (to do)	will do	'll do	EN_2	True	N/A
expressionsOfTheFuture_15	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	- Is there really no one prepared to go to the corner shop and get some milk? - All right, all right. I <gap> it. (to do)	will do	'll do	EN_3	True	N/A
expressionsOfTheFuture_15	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	- Is there really no one prepared to go to the corner shop and get some milk? - All right, all right. I <gap> it. (to do)	will do	will do	EN_4	True	N/A
expressionsOfTheFuture_15	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	- Is there really no one prepared to go to the corner shop and get some milk? - All right, all right. I <gap> it. (to do)	will do	'll do	EN_5	True	N/A
expressionsOfTheFuture_16	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	Good afternoon, ladies and gentlemen, and welcome aboard this Boeing 747 to Los Angeles. We <gap> our inflight beverage service in a moment. (to start)	will be starting	are starting	EN_1	False	N/A
expressionsOfTheFuture_16	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	Good afternoon, ladies and gentlemen, and welcome aboard this Boeing 747 to Los Angeles. We <gap> our inflight beverage service in a moment. (to start)	will be starting	start	EN_2	False	N/A
expressionsOfTheFuture_16	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	Good afternoon, ladies and gentlemen, and welcome aboard this Boeing 747 to Los Angeles. We <gap> our inflight beverage service in a moment. (to start)	will be starting	will be starting	EN_3	True	N/A
expressionsOfTheFuture_16	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	Good afternoon, ladies and gentlemen, and welcome aboard this Boeing 747 to Los Angeles. We <gap> our inflight beverage service in a moment. (to start)	will be starting	will be starting	EN_4	True	N/A
expressionsOfTheFuture_16	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	Good afternoon, ladies and gentlemen, and welcome aboard this Boeing 747 to Los Angeles. We <gap> our inflight beverage service in a moment. (to start)	will be starting	are going to start	EN_5	False	N/A
expressionsOfTheFuture_17	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	"When I saw the doctor approaching with a big syringe I thought, ""Yikes! This <gap>!"" (to hurt)"	is going to hurt	is going to hurt	EN_1	True	N/A
expressionsOfTheFuture_17	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	"When I saw the doctor approaching with a big syringe I thought, ""Yikes! This <gap>!"" (to hurt)"	is going to hurt	is going to hurt	EN_2	True	N/A
expressionsOfTheFuture_17	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	"When I saw the doctor approaching with a big syringe I thought, ""Yikes! This <gap>!"" (to hurt)"	is going to hurt	is going to hurt	EN_3	True	N/A
expressionsOfTheFuture_17	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	"When I saw the doctor approaching with a big syringe I thought, ""Yikes! This <gap>!"" (to hurt)"	is going to hurt	is going to hurt	EN_4	True	N/A
expressionsOfTheFuture_17	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	"When I saw the doctor approaching with a big syringe I thought, ""Yikes! This <gap>!"" (to hurt)"	is going to hurt	is going to hurt	EN_5	True	N/A
expressionsOfTheFuture_18	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	The H1N1 virus emerged in Britain last April but, despite predictions that swine flu could cause 65,000 deaths this winter, the illness has been much milder than feared and experts now suggest that there will not be a third wave of cases after peaks last summer and autumn. Figures from the Department of Health suggest that in total it <gap> more than £1 billion on drugs and vaccines for swine flu by the end of the pandemic. (to spend)	will have spent	will have spent	EN_1	True	N/A
expressionsOfTheFuture_18	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	The H1N1 virus emerged in Britain last April but, despite predictions that swine flu could cause 65,000 deaths this winter, the illness has been much milder than feared and experts now suggest that there will not be a third wave of cases after peaks last summer and autumn. Figures from the Department of Health suggest that in total it <gap> more than £1 billion on drugs and vaccines for swine flu by the end of the pandemic. (to spend)	will have spent	will have spend	EN_2	False	N/A
expressionsOfTheFuture_18	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	The H1N1 virus emerged in Britain last April but, despite predictions that swine flu could cause 65,000 deaths this winter, the illness has been much milder than feared and experts now suggest that there will not be a third wave of cases after peaks last summer and autumn. Figures from the Department of Health suggest that in total it <gap> more than £1 billion on drugs and vaccines for swine flu by the end of the pandemic. (to spend)	will have spent	will be spending	EN_3	False	N/A
expressionsOfTheFuture_18	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	The H1N1 virus emerged in Britain last April but, despite predictions that swine flu could cause 65,000 deaths this winter, the illness has been much milder than feared and experts now suggest that there will not be a third wave of cases after peaks last summer and autumn. Figures from the Department of Health suggest that in total it <gap> more than £1 billion on drugs and vaccines for swine flu by the end of the pandemic. (to spend)	will have spent	will have spent	EN_4	True	N/A
expressionsOfTheFuture_18	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	The H1N1 virus emerged in Britain last April but, despite predictions that swine flu could cause 65,000 deaths this winter, the illness has been much milder than feared and experts now suggest that there will not be a third wave of cases after peaks last summer and autumn. Figures from the Department of Health suggest that in total it <gap> more than £1 billion on drugs and vaccines for swine flu by the end of the pandemic. (to spend)	will have spent	will have spent	EN_5	True	N/A
expressionsOfTheFuture_19	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	Humans kill an average of 100 million sharks every year. That's just shy of the human population of Mexico. Indeed, thousands of sharks <gap> by the time you finish reading this article. (to catch)	will have been caught	will have been caught	EN_1	True	N/A
expressionsOfTheFuture_19	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	Humans kill an average of 100 million sharks every year. That's just shy of the human population of Mexico. Indeed, thousands of sharks <gap> by the time you finish reading this article. (to catch)	will have been caught	will have been caught	EN_2	True	N/A
expressionsOfTheFuture_19	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	Humans kill an average of 100 million sharks every year. That's just shy of the human population of Mexico. Indeed, thousands of sharks <gap> by the time you finish reading this article. (to catch)	will have been caught	will be catched	EN_3	False	N/A
expressionsOfTheFuture_19	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	Humans kill an average of 100 million sharks every year. That's just shy of the human population of Mexico. Indeed, thousands of sharks <gap> by the time you finish reading this article. (to catch)	will have been caught	will have been caught	EN_4	True	N/A
expressionsOfTheFuture_19	gapFilling	Fill in the most suitable verb form to refer to the future. You can find the verb to be filled in between brackets after the sentence.	Humans kill an average of 100 million sharks every year. That's just shy of the human population of Mexico. Indeed, thousands of sharks <gap> by the time you finish reading this article. (to catch)	will have been caught	will be caught	EN_5	False	N/A
elSubjuntivo_1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No significa que <gap> dejar de soñar, sino que debemos trabajar duro para lograr nuestras metas. (tener que, primera persona)	tengamos que	tengamos que	ES_1	True	N/A
elSubjuntivo_1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No significa que <gap> dejar de soñar, sino que debemos trabajar duro para lograr nuestras metas. (tener que, primera persona)	tengamos que	tengamos que	ES_2	True	N/A
elSubjuntivo_1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No significa que <gap> dejar de soñar, sino que debemos trabajar duro para lograr nuestras metas. (tener que, primera persona)	tengamos que	tenga que	ES_3	True	N/A
elSubjuntivo_1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No significa que <gap> dejar de soñar, sino que debemos trabajar duro para lograr nuestras metas. (tener que, primera persona)	tengamos que	tenga	ES_4	False	N/A
elSubjuntivo_1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No significa que <gap> dejar de soñar, sino que debemos trabajar duro para lograr nuestras metas. (tener que, primera persona)	tengamos que	tenga que	ES_5	True	N/A
elSubjuntivo_2.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo lo que <gap> tratando de decirme con tus palabras, ¿qué es lo que quieres que yo entienda? (estar)	estás	estás	ES_1	True	N/A
elSubjuntivo_2.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo lo que <gap> tratando de decirme con tus palabras, ¿qué es lo que quieres que yo entienda? (estar)	estás	estás	ES_2	True	N/A
elSubjuntivo_2.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo lo que <gap> tratando de decirme con tus palabras, ¿qué es lo que quieres que yo entienda? (estar)	estás	estás	ES_3	True	N/A
elSubjuntivo_2.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo lo que <gap> tratando de decirme con tus palabras, ¿qué es lo que quieres que yo entienda? (estar)	estás	está	ES_4	False	N/A
elSubjuntivo_2.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo lo que <gap> tratando de decirme con tus palabras, ¿qué es lo que quieres que yo entienda? (estar)	estás	estén	ES_5	False	N/A
elSubjuntivo_2.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo lo que estás tratando de decirme con tus palabras, ¿qué es lo que <gap> que yo entienda? (querer)	quieres	quieres	ES_1	True	N/A
elSubjuntivo_2.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo lo que estás tratando de decirme con tus palabras, ¿qué es lo que <gap> que yo entienda? (querer)	quieres	quieres	ES_2	True	N/A
elSubjuntivo_2.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo lo que estás tratando de decirme con tus palabras, ¿qué es lo que <gap> que yo entienda? (querer)	quieres	quieres	ES_3	True	N/A
elSubjuntivo_2.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo lo que estás tratando de decirme con tus palabras, ¿qué es lo que <gap> que yo entienda? (querer)	quieres	quieres	ES_4	True	N/A
elSubjuntivo_2.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo lo que estás tratando de decirme con tus palabras, ¿qué es lo que <gap> que yo entienda? (querer)	quieres	quieras	ES_5	False	N/A
elSubjuntivo_2.3	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo lo que estás tratando de decirme con tus palabras, ¿qué es lo que quieres que yo <gap> ? (entender)	entienda	entienda	ES_1	True	N/A
elSubjuntivo_2.3	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo lo que estás tratando de decirme con tus palabras, ¿qué es lo que quieres que yo <gap> ? (entender)	entienda	entienda	ES_2	True	N/A
elSubjuntivo_2.3	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo lo que estás tratando de decirme con tus palabras, ¿qué es lo que quieres que yo <gap> ? (entender)	entienda	entienda	ES_3	True	N/A
elSubjuntivo_2.3	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo lo que estás tratando de decirme con tus palabras, ¿qué es lo que quieres que yo <gap> ? (entender)	entienda	entiendo	ES_4	False	N/A
elSubjuntivo_2.3	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo lo que estás tratando de decirme con tus palabras, ¿qué es lo que quieres que yo <gap> ? (entender)	entienda	entienda	ES_5	True	N/A
elSubjuntivo_3.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Recuerdo que dije que las consecuencias de la decisión que <gap> en ese momento serían muy graves. (tomar, nosotros)	tomamos	tomamos	ES_1	True	N/A
elSubjuntivo_3.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Recuerdo que dije que las consecuencias de la decisión que <gap> en ese momento serían muy graves. (tomar, nosotros)	tomamos	tomamos	ES_2	True	N/A
elSubjuntivo_3.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Recuerdo que dije que las consecuencias de la decisión que <gap> en ese momento serían muy graves. (tomar, nosotros)	tomamos	tomáramos	ES_3	False	N/A
elSubjuntivo_3.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Recuerdo que dije que las consecuencias de la decisión que <gap> en ese momento serían muy graves. (tomar, nosotros)	tomamos	tomáramos	ES_4	False	N/A
elSubjuntivo_3.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Recuerdo que dije que las consecuencias de la decisión que <gap> en ese momento serían muy graves. (tomar, nosotros)	tomamos	tomamos	ES_5	True	N/A
elSubjuntivo_3.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Recuerdo que dije que las consecuencias de la decisión que tomamos en ese momento <gap> muy graves. (ser)	serían	serían	ES_1	True	N/A
elSubjuntivo_3.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Recuerdo que dije que las consecuencias de la decisión que tomamos en ese momento <gap> muy graves. (ser)	serían	serían	ES_2	True	N/A
elSubjuntivo_3.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Recuerdo que dije que las consecuencias de la decisión que tomamos en ese momento <gap> muy graves. (ser)	serían	estaban	ES_3	False	N/A
elSubjuntivo_3.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Recuerdo que dije que las consecuencias de la decisión que tomamos en ese momento <gap> muy graves. (ser)	serían	fueron	ES_4	False	N/A
elSubjuntivo_3.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Recuerdo que dije que las consecuencias de la decisión que tomamos en ese momento <gap> muy graves. (ser)	serían	serían	ES_5	True	N/A
elSubjuntivo_4.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Y no es posible que ustedes ahora no <gap> que efectivamente es el caso. (ver)	vean	vean	ES_1	True	N/A
elSubjuntivo_4.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Y no es posible que ustedes ahora no <gap> que efectivamente es el caso. (ver)	vean	vean	ES_2	True	N/A
elSubjuntivo_4.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Y no es posible que ustedes ahora no <gap> que efectivamente es el caso. (ver)	vean	vean	ES_3	True	N/A
elSubjuntivo_4.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Y no es posible que ustedes ahora no <gap> que efectivamente es el caso. (ver)	vean	veis	ES_4	False	N/A
elSubjuntivo_4.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Y no es posible que ustedes ahora no <gap> que efectivamente es el caso. (ver)	vean	vean	ES_5	True	N/A
elSubjuntivo_4.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Y no es posible que ustedes ahora no vean que efectivamente <gap> el caso. (ser)	es	es	ES_1	True	N/A
elSubjuntivo_4.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Y no es posible que ustedes ahora no vean que efectivamente <gap> el caso. (ser)	es	es	ES_2	True	N/A
elSubjuntivo_4.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Y no es posible que ustedes ahora no vean que efectivamente <gap> el caso. (ser)	es	es	ES_3	True	N/A
